time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-17T15:19:17.749Z,-11.2433,165.4737,10,4.9,mww,,102,4.504,0.57,us,us6000h5f3,2022-03-18T15:16:55.040Z,"67 km SSW of Lata, Solomon Islands",earthquake,5,1.8,0.098,10,reviewed,us,us
2022-03-17T14:27:06.211Z,44.3022,-114.94,10,3.1,ml,,64,0.651,0.63,us,us6000h5ew,2022-03-18T12:33:50.039Z,"9 km N of Stanley, Idaho",earthquake,1.2,2,0.069,28,reviewed,us,us
2022-03-17T14:25:20.799Z,44.2786,-114.9715,10,3.1,ml,,66,0.821,0.96,us,us6000h5eu,2022-03-18T07:04:05.185Z,"7 km NNW of Stanley, Idaho",earthquake,2.3,2,0.035,106,reviewed,us,us
2022-03-17T13:46:24.057Z,25.3464,-45.3196,10,4.8,mb,,144,17.233,0.98,us,us6000h6qt,2022-03-27T16:13:53.040Z,"northern Mid-Atlantic Ridge",earthquake,12.1,1.9,0.121,21,reviewed,us,us
2022-03-17T13:41:18.537Z,35.9936,77.8942,10,5.3,mb,,60,4.465,0.93,us,us6000h5el,2022-03-17T17:10:10.895Z,"154 km NE of Thang, India",earthquake,7.5,1.9,0.057,105,reviewed,us,us
2022-03-17T13:28:56.330Z,36.0641667,-83.6346667,19.57,2.5,md,20,53,0.2196,0.22,se,se60376652,2022-03-31T05:25:41.118Z,"8 km WSW of New Market, Tennessee",earthquake,0.39,0.84,0.087,16,reviewed,se,se
2022-03-17T12:52:26.468Z,26.8813,126.4636,10,5.2,mb,,55,1.616,0.95,us,us6000h5ec,2022-03-18T13:00:37.040Z,"142 km WNW of Naha, Japan",earthquake,5,1.8,0.044,173,reviewed,us,us
2022-03-17T12:30:15.846Z,37.9936,141.9427,59.46,4.6,mb,,134,2.873,0.98,us,us6000h5d7,2022-03-17T12:59:59.040Z,"73 km SE of Ishinomaki, Japan",earthquake,8.5,7.3,0.041,179,reviewed,us,us
2022-03-17T11:33:37.598Z,26.8156,126.381,10,5.6,mww,,41,1.69,0.89,us,us6000h5cy,2022-03-18T11:36:52.355Z,"145 km WNW of Naha, Japan",earthquake,6.6,1.9,0.068,21,reviewed,us,us
2022-03-17T11:27:32.933Z,61.2414,-150.6694,41.2,2.9,ml,,,,0.7,ak,ak0223hvjzzc,2022-03-18T10:20:19.040Z,"24 km ENE of Beluga, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-03-17T11:05:37.013Z,-26.8025,-66.8977,139.51,4.4,mb,,63,1.994,0.92,us,us6000h5cl,2022-03-17T11:23:09.040Z,"47 km N of Puerta de Corral Quemado, Argentina",earthquake,8.2,7.7,0.052,106,reviewed,us,us
2022-03-17T10:43:12.494Z,37.8203,141.7918,56.12,4.7,mb,,101,3.018,0.74,us,us6000h5cf,2022-03-17T11:27:16.040Z,"79 km SSE of Ishinomaki, Japan",earthquake,8,6.7,0.037,224,reviewed,us,us
2022-03-17T10:34:23.190Z,19.0175,-66.3991666666667,25.94,3.12,md,15,251,,0.4,pr,pr71340543,2022-03-17T11:10:34.320Z,"61 km N of Brenas, Puerto Rico",earthquake,1.7,14.61,0.172241512561759,6,reviewed,pr,pr
2022-03-17T09:17:24.614Z,25.0692,-45.4778,10,4.7,mb,,115,17.716,0.87,us,us6000h5c7,2022-03-17T09:54:23.040Z,"northern Mid-Atlantic Ridge",earthquake,13.1,1.9,0.061,81,reviewed,us,us
2022-03-17T08:11:27.439Z,-1.6507,-78.0136,164.96,4.2,mb,,62,0.157,0.86,us,us6000h5bx,2022-03-17T08:34:58.040Z,"7 km NW of Palora, Ecuador",earthquake,8.7,6.4,0.065,66,reviewed,us,us
2022-03-17T06:57:39.510Z,19.4983333333333,-155.656666666667,-1.12,2.7,ml,45,57,,0.17,hv,hv72953102,2022-03-17T19:15:22.750Z,"Island of Hawaii, Hawaii",earthquake,0.21,0.38,0.210331726406095,22,reviewed,hv,hv
2022-03-17T06:30:12.274Z,69.6006,-144.3689,10.2,2.7,ml,,,,0.84,ak,ak0223hslgtm,2022-03-17T06:52:42.040Z,"65 km SSW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-03-17T06:23:31.941Z,25.0887,-45.4089,10,4.5,mb,,148,20.675,0.4,us,us6000h5c3,2022-03-17T11:01:51.040Z,"northern Mid-Atlantic Ridge",earthquake,8,1.9,0.084,42,reviewed,us,us
2022-03-17T06:20:23.072Z,25.0234,-45.2489,10,4.7,mb,,145,17.139,1.07,us,us6000h5c2,2022-03-17T10:39:07.040Z,"northern Mid-Atlantic Ridge",earthquake,15.1,1.9,0.082,45,reviewed,us,us
2022-03-17T05:06:19.664Z,25.7876,123.9702,182.27,5.1,mww,,30,1.576,0.76,us,us6000h5az,2022-03-17T21:40:39.765Z,"160 km N of Ishigaki, Japan",earthquake,4.4,4.9,0.075,17,reviewed,us,us
2022-03-17T04:58:20.933Z,25.1627,-45.4725,10,4.5,mb,,104,45.917,0.38,us,us6000h6pq,2022-03-22T23:42:30.040Z,"northern Mid-Atlantic Ridge",earthquake,9.9,1.9,0.164,11,reviewed,us,us
2022-03-17T04:53:03.904Z,37.7623,141.9052,35,4.3,mb,,123,3.092,0.88,us,us6000h6pp,2022-03-22T23:34:12.040Z,"85 km ENE of Namie, Japan",earthquake,4.5,2,0.201,7,reviewed,us,us
2022-03-17T04:46:07.098Z,63.4377,-151.2207,7.8,2.6,ml,,,,0.94,ak,ak0223hrhzdg,2022-03-17T23:39:25.040Z,"27 km ESE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-17T04:32:33.300Z,18.2175,-67.6075,22.38,3.35,md,11,284,,0.28,pr,pr71340498,2022-03-17T07:31:23.780Z,"39 km WSW of Stella, Puerto Rico",earthquake,1.47,3.39,0.0925214193918236,6,reviewed,pr,pr
2022-03-17T04:17:49.632Z,36.8441,139.3749,180.89,4,mb,,134,0.984,0.72,us,us6000h6pn,2022-03-22T23:16:22.040Z,"23 km WNW of Nikk?, Japan",earthquake,10.2,5.7,0.163,10,reviewed,us,us
2022-03-17T03:41:56.262Z,-31.6523,-179.8313,338.06,4.3,mb,,91,2.898,0.97,us,us6000h5al,2022-03-22T23:25:35.040Z,"Kermadec Islands region",earthquake,9.3,7.6,0.132,16,reviewed,us,us
2022-03-17T03:16:12.233Z,25.3875,-45.2499,10,4.8,mb,,145,17.308,0.39,us,us6000h6pm,2022-03-22T23:06:49.040Z,"northern Mid-Atlantic Ridge",earthquake,14.7,1.9,0.154,13,reviewed,us,us
2022-03-17T02:52:28.766Z,12.1299,143.5091,10,4.5,mb,,120,1.965,0.31,us,us6000h6pj,2022-03-22T22:56:30.040Z,"177 km SW of Merizo Village, Guam",earthquake,12.6,1.9,0.116,22,reviewed,us,us
2022-03-17T02:48:02.035Z,26.971,54.4447,10,4.1,mb,,225,15.417,0.62,us,us6000h6pl,2022-03-22T22:39:57.040Z,"62 km NE of K?sh, Iran",earthquake,15.8,2,0.175,9,reviewed,us,us
2022-03-17T02:45:02.426Z,26.8796,54.5923,10,4.2,mb,,67,2.411,0.68,us,us6000h6pk,2022-03-22T22:35:17.040Z,"45 km NW of Bandar-e Lengeh, Iran",earthquake,6.1,1.9,0.136,15,reviewed,us,us
2022-03-17T02:19:55.733Z,-7.5206,128.94,100,4.5,mb,,106,5.126,0.78,us,us6000h6pt,2022-03-22T22:08:12.040Z,"240 km ENE of Lospalos, Timor Leste",earthquake,9,2,0.191,12,reviewed,us,us
2022-03-17T01:46:56.550Z,34.0955,-116.7736667,11.78,2.53,ml,99,25,0.06653,0.15,ci,ci39969735,2022-03-17T14:18:58.130Z,"19km WNW of Morongo Valley, CA",earthquake,0.1,0.31,0.139,136,reviewed,ci,ci
2022-03-17T01:30:45.623Z,14.9893,146.4446,60.34,4.3,mb,,121,22.694,0.49,us,us6000h6rk,2022-03-22T21:26:07.040Z,"78 km ESE of Saipan, Northern Mariana Islands",earthquake,15.9,10.1,0.147,13,reviewed,us,us
2022-03-17T01:14:41.670Z,32.16,-115.1471667,21.88,2.76,ml,18,91,0.1547,0.26,ci,ci39969703,2022-03-17T21:32:06.040Z,"8km SSE of Alberto Oviedo Mota, B.C., MX",earthquake,0.46,0.87,0.175,12,reviewed,ci,ci
2022-03-17T01:11:53.617Z,33.4589,138.9998,200.92,4.3,mb,,60,0.738,0.58,us,us6000h59z,2022-03-22T20:32:13.040Z,"135 km S of Shimoda, Japan",earthquake,8,4.9,0.119,20,reviewed,us,us
2022-03-17T01:06:29.913Z,-15.0416,-173.3077,10,4.9,mb,,63,1.857,0.82,us,us6000h6ph,2022-03-22T20:12:38.040Z,"113 km NNE of Hihifo, Tonga",earthquake,5.1,1.9,0.14,16,reviewed,us,us
2022-03-17T01:02:09.730Z,-20.4675,-69.2507,75.23,4.1,mb,,92,0.337,0.69,us,us6000h59x,2022-03-22T19:28:16.565Z,"98 km ESE of Iquique, Chile",earthquake,4.7,6.7,0.233,5,reviewed,us,us
2022-03-17T00:51:15.955Z,14.2238,119.2921,10,4.4,mb,,122,13.627,0.52,us,us6000h6pg,2022-03-25T04:12:07.040Z,"89 km WNW of Cabra, Philippines",earthquake,11.8,1.9,0.083,42,reviewed,us,us
2022-03-17T00:30:23.994Z,37.7995,142.0237,58.74,4.1,mb,,187,3.077,0.38,us,us6000h59k,2022-03-25T03:51:24.040Z,"93 km SE of Ishinomaki, Japan",earthquake,4.9,12.8,0.261,4,reviewed,us,us
2022-03-17T00:26:03.449Z,38.944,97.586,10,5,mb,,34,5.702,0.47,us,us6000h59i,2022-03-25T02:40:29.561Z,"99 km S of Laojunmiao, China",earthquake,8.7,1.8,0.043,171,reviewed,us,us
2022-03-17T00:25:50.139Z,42.8937,139.4145,210.18,4.3,mb,,49,2.437,0.56,us,us6000h59s,2022-03-25T02:10:03.040Z,"89 km W of Iwanai, Japan",earthquake,7.4,7.4,0.084,40,reviewed,us,us
2022-03-17T00:02:08.415Z,36.7863,144.8598,10,4.2,mb,,238,4.976,0.87,us,us6000h6pf,2022-03-25T02:00:11.040Z,"off the east coast of Honshu, Japan",earthquake,11.8,2,0.306,3,reviewed,us,us
2022-03-16T23:40:15.436Z,37.8398,141.9106,47.24,4,mb,,148,3.017,0.8,us,us6000h6gy,2022-03-25T01:31:47.040Z,"83 km SE of Ishinomaki, Japan",earthquake,4.2,9.8,0.231,5,reviewed,us,us
2022-03-16T23:34:41.764Z,26.9646,54.5095,10,4.1,mb,,100,2.524,0.52,us,us6000h6gw,2022-03-25T01:24:59.040Z,"58 km NW of Bandar-e Lengeh, Iran",earthquake,7.9,1.7,0.114,21,reviewed,us,us
2022-03-16T23:27:27.332Z,27.026,54.5754,10,4.5,mb,,100,2.538,0.51,us,us6000h5a6,2022-03-25T01:14:25.068Z,"60 km NNW of Bandar-e Lengeh, Iran",earthquake,9.4,1.9,0.115,22,reviewed,us,us
2022-03-16T23:16:08.420Z,18.981,-65.8426666666667,16.93,3.18,md,15,253,,0.33,pr,pr71340468,2022-03-25T01:07:41.040Z,"60 km N of Loíza, Puerto Rico",earthquake,2.42,5.32,0.149029316353991,13,reviewed,pr,pr
2022-03-16T23:15:47.273Z,27.0192,54.5777,22,5.9,mww,,33,2.531,0.83,us,us6000h58x,2022-03-25T01:14:05.007Z,"59 km NNW of Bandar-e Lengeh, Iran",earthquake,6.9,1.8,0.086,13,reviewed,us,us
2022-03-16T23:02:08.261Z,51.072,158.0468,59.5,4.4,mb,,138,1.989,0.7,us,us6000h6gv,2022-03-25T00:10:22.040Z,"117 km ESE of Ozernovskiy, Russia",earthquake,11.8,5.8,0.218,6,reviewed,us,us
2022-03-16T22:57:01.557Z,28.7008667,-98.96794577,6.676147461,2.5,ml,21,58,0.2541058639,0.3,tx,tx2022fgyq,2022-03-24T23:56:26.040Z,"20 km E of Dilley, Texas",earthquake,2.689403765,3.10258866,0.1,12,reviewed,tx,tx
2022-03-16T22:50:43.626Z,1.7168,127.3423,112.83,4.4,mb,,103,0.939,0.55,us,us6000h58r,2022-03-24T23:47:51.040Z,"74 km W of Tobelo, Indonesia",earthquake,7.8,7,0.092,34,reviewed,us,us
2022-03-16T22:50:05.380Z,38.9283,-118.7644,10.2,2.6,ml,23,61.56,0.375,0.1317,nn,nn00835467,2022-03-24T23:41:14.040Z,"4 km ESE of Schurz, Nevada",earthquake,,5.1,0.18,8,reviewed,nn,nn
2022-03-16T22:24:29.369Z,25.7332,125.5063,108.37,4,mb,,174,2.589,0.76,us,us6000h6gu,2022-03-24T23:38:47.040Z,"104 km NNE of Hirara, Japan",earthquake,8,15.9,0.126,17,reviewed,us,us
2022-03-16T22:17:30.404Z,13.9814,119.2405,10,4.4,mb,,152,8.96,0.79,us,us6000h6gs,2022-03-24T22:07:52.040Z,"88 km W of Cabra, Philippines",earthquake,14.3,1.9,0.135,16,reviewed,us,us
2022-03-16T21:36:39.184Z,37.8641,141.8659,52.5,4,mb,,147,2.986,0.74,us,us6000h6gp,2022-03-24T05:59:04.040Z,"78 km SE of Ishinomaki, Japan",earthquake,7.7,11,0.211,6,reviewed,us,us
2022-03-16T21:16:41.547Z,25.3946,-100.1989,14.23,3.4,ml,,87,0.828,0.76,us,us6000h57x,2022-04-06T04:07:19.606Z,"5 km SW of Santiago, Mexico",earthquake,5.1,7.1,0.115,10,reviewed,us,us
2022-03-16T20:51:10.657Z,15.6525,122.3465,35,4.4,mb,,138,12.421,1.31,us,us6000h6gm,2022-03-29T16:12:05.040Z,"81 km NNE of Karligan, Philippines",earthquake,5.8,2,0.162,11,reviewed,us,us
2022-03-16T20:09:23.170Z,-57.9092,-25.3508,60.73,4.6,mb,,95,7.209,1.32,us,us6000h6gz,2022-03-29T16:34:46.040Z,"South Sandwich Islands region",earthquake,12.7,3.9,0.141,15,reviewed,us,us
2022-03-16T20:07:41.770Z,-16.0155,-173.3985,35,4.6,mb,,133,2.612,0.97,us,us6000h6gj,2022-03-29T16:03:43.040Z,"43 km E of Hihifo, Tonga",earthquake,12.5,1.9,0.158,12,reviewed,us,us
2022-03-16T19:55:01.628Z,0.5844,98.4715,55.25,4.2,mb,,176,1.146,1.17,us,us6000h56z,2022-03-29T15:52:22.040Z,"125 km SW of Padangsidempuan, Indonesia",earthquake,9.4,8,0.102,27,reviewed,us,us
2022-03-16T19:30:13.176Z,60.0607,-153.2623,130.2,3.1,ml,,,,0.69,ak,ak0223gcspw7,2022-03-29T15:50:52.040Z,"56 km ENE of Pedro Bay, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-03-16T19:23:17.377Z,-27.4566,66.4294,15.12,4.5,mb,,78,11.905,0.54,us,us6000h6gt,2022-03-29T15:49:27.040Z,"Indian Ocean Triple Junction",earthquake,13.7,3.4,0.171,10,reviewed,us,us
2022-03-16T18:58:47.979Z,-21.6224,-178.0414,414.99,4.5,mb,,81,5.33,0.94,us,us6000h56l,2022-03-29T15:41:06.040Z,"297 km W of Haveluloto, Tonga",earthquake,11.5,3.8,0.044,149,reviewed,us,us
2022-03-16T18:05:48.241Z,37.714,141.7449,54.05,4.2,mb,,136,3.058,1.05,us,us6000h56g,2022-03-29T15:27:26.040Z,"70 km ENE of Namie, Japan",earthquake,3.6,8,0.102,27,reviewed,us,us
2022-03-16T17:28:51.185Z,37.8214,141.8993,53.87,4.5,mb,,117,3.034,0.69,us,usd000h1vm,2022-03-29T15:12:02.040Z,"84 km SE of Ishinomaki, Japan",earthquake,7.4,6.4,0.086,39,reviewed,us,us
2022-03-16T17:26:31.680Z,44.1032,-105.2446,18.91,3,ml,,103,0.87,0.75,us,us6000h6h7,2022-03-29T15:03:33.040Z,"20 km SE of Sleepy Hollow, Wyoming",earthquake,4.7,8.4,0.052,48,reviewed,us,us
2022-03-16T17:17:39.756Z,37.7948,141.8903,57.3,4.6,mb,,126,3.058,0.77,us,usd000h1ve,2022-03-29T14:35:20.040Z,"85 km ENE of Namie, Japan",earthquake,5.1,6.1,0.099,30,reviewed,us,us
2022-03-16T17:05:49.972Z,37.7947,141.7693,51.46,4.4,mb,,135,3.04,0.75,us,us6000h54l,2022-03-29T14:21:45.040Z,"76 km ENE of Namie, Japan",earthquake,7.6,7.4,0.103,27,reviewed,us,us
2022-03-16T16:30:05.212Z,-5.9519,148.4917,97.31,4.2,mb,,97,3.675,1.32,us,us6000h6gd,2022-03-24T23:50:51.040Z,"97 km NE of Finschhafen, Papua New Guinea",earthquake,8.7,6.1,0.152,12,reviewed,us,us
2022-03-16T16:14:27.603Z,37.8171,142.0053,45.47,4.4,mb,,117,3.056,1.14,us,us6000h53m,2022-03-24T23:43:16.040Z,"90 km SE of Ishinomaki, Japan",earthquake,6.6,6.4,0.081,44,reviewed,us,us
2022-03-16T16:10:46.275Z,35.7142,75.3139,10,4.1,mb,,106,2.66,1.25,us,us6000h6ge,2022-03-24T23:38:33.040Z,"54 km NNW of Skardu, Pakistan",earthquake,9.4,2,0.198,7,reviewed,us,us
2022-03-16T15:57:24.466Z,37.7137,141.6837,47.22,4.2,mb,,153,3.013,1.08,us,us6000h6h9,2022-03-24T23:18:48.040Z,"65 km ENE of Namie, Japan",earthquake,9.3,10.6,0.16,11,reviewed,us,us
2022-03-16T15:52:29.990Z,37.8061,141.8531,55.01,5.5,mb,,21,3.041,1.09,us,us6000h53e,2022-03-24T23:21:25.183Z,"83 km SE of Ishinomaki, Japan",earthquake,6.4,4.5,0.021,761,reviewed,us,us
2022-03-16T15:30:19.802Z,37.6772,141.9689,55.55,4.2,mb,,177,3.186,0.49,us,us6000h6gn,2022-03-24T22:56:29.040Z,"88 km ENE of Namie, Japan",earthquake,9.3,2.8,0.175,9,reviewed,us,us
2022-03-16T15:29:40.020Z,36.278,-97.50216667,7.95,2.79,ml,94,27,0,0.19,ok,ok2022fgjx,2022-03-19T04:38:43.520Z,"4 km W of Lucien, Oklahoma",earthquake,,0.4,0.24,37,reviewed,ok,ok
2022-03-16T15:13:02.580Z,37.7478,142.0215,53.53,4.2,mb,,151,3.127,0.78,us,us6000h6gc,2022-03-24T22:39:23.040Z,"94 km ENE of Namie, Japan",earthquake,5.4,9.9,0.215,6,reviewed,us,us
2022-03-16T15:07:49.039Z,-19.6695,-71.1329,20.35,4.5,mb,,167,1.116,0.87,us,us6000h52u,2022-03-24T04:44:57.827Z,"119 km WNW of Iquique, Chile",earthquake,5.1,6.2,0.192,8,reviewed,us,us
2022-03-16T15:01:23.757Z,37.6926,141.9748,55.23,4.4,mb,,135,3.172,1.34,us,us6000h6gb,2022-03-24T04:36:29.645Z,"89 km ENE of Namie, Japan",earthquake,5.8,9.5,0.219,6,reviewed,us,us
2022-03-16T14:36:33.264Z,37.7015,141.587,63.07,7.3,mww,,29,2.937,1,us,us6000h519,2022-04-10T06:37:16.252Z,"57 km ENE of Namie, Japan",earthquake,6.8,4.9,0.054,33,reviewed,us,us
2022-03-16T14:34:26.629Z,37.689,141.6575,48.13,6,mwb,,51,2.984,0.56,us,us6000h518,2022-04-07T04:18:51.598Z,"62 km ENE of Namie, Japan",earthquake,7.5,3.8,0.046,46,reviewed,us,us
2022-03-16T14:00:13.191Z,-20.131,-69.108,97.76,4.1,mb,,60,0.043,0.51,us,usd000h1un,2022-03-23T13:13:35.040Z,"109 km E of Iquique, Chile",earthquake,5,4,0.103,26,reviewed,us,us
2022-03-16T13:35:23.371Z,35.6824,75.0378,9.05,5.1,mww,,48,2.496,0.7,us,us6000h50x,2022-03-24T22:19:22.926Z,"68 km NW of Skardu, Pakistan",earthquake,7.9,3.9,0.11,8,reviewed,us,us
2022-03-16T12:02:59.784Z,31.945,66.8343,10,4.1,mb,,117,3.182,1.03,us,us6000h50p,2022-03-17T03:18:07.040Z,"19 km SSW of Qal?t, Afghanistan",earthquake,9.6,1.9,0.135,15,reviewed,us,us
2022-03-16T10:46:14.850Z,-23.4176,-179.8949,527.73,4.7,mb,,74,5.962,0.66,us,us6000h50g,2022-03-26T15:14:21.040Z,"south of the Fiji Islands",earthquake,11.6,8.1,0.055,101,reviewed,us,us
2022-03-16T10:17:40.770Z,17.978,-67.0906666666667,9.81,2.56,md,11,219,,0.13,pr,pr71340418,2022-03-16T12:00:10.939Z,"4 km W of La Parguera, Puerto Rico",earthquake,0.83,0.5,0.152411086759108,5,reviewed,pr,pr
2022-03-16T10:13:38.140Z,33.9906667,-117.1686667,15,2.76,ml,135,21,0.04331,0.17,ci,ci39969223,2022-03-25T15:53:32.040Z,"7km S of Redlands, CA",earthquake,0.1,0.19,0.149,183,reviewed,ci,ci
2022-03-16T09:03:06.480Z,18.6188,-68.8535,109,4.07,md,29,126,0.4836,0.06,pr,pr2022075000,2022-03-25T15:45:15.040Z,"13 km ENE of Guaymate, Dominican Republic",earthquake,1.37,0.71,0.16,25,reviewed,pr,pr
2022-03-16T08:50:20.666Z,-16.4839,-173.7828,92.1,4.8,mb,,52,3.206,1.03,us,us6000h4zq,2022-03-16T09:08:27.040Z,"58 km S of Hihifo, Tonga",earthquake,8.4,7,0.032,308,reviewed,us,us
2022-03-16T08:43:40.513Z,-58.5247,-25.1777,10,4.7,mb,,127,7.575,0.57,us,us6000h4zp,2022-03-16T09:14:24.040Z,"South Sandwich Islands region",earthquake,6.5,1.9,0.092,36,reviewed,us,us
2022-03-16T08:42:12.430Z,19.7465,-154.974,38.01,2.59,ml,53,232,,0.12,hv,hv72951907,2022-03-17T05:45:50.040Z,"12 km E of Hilo, Hawaii",earthquake,0.44,0.6,0.174175591590829,16,reviewed,hv,hv
2022-03-16T06:52:35.003Z,-18.0631,-69.5243,132.12,4.1,mb,,61,0.271,0.88,us,us6000h4zd,2022-03-23T06:45:10.040Z,"56 km SE of Palca, Peru",earthquake,6.6,2.5,0.158,11,reviewed,us,us
2022-03-16T06:52:13.814Z,-57.41,-26.0155,100.4,4.5,mb,,78,6.676,0.77,us,us6000h6ga,2022-03-23T06:37:19.040Z,"South Sandwich Islands region",earthquake,14.3,6.6,0.115,22,reviewed,us,us
2022-03-16T06:10:12.001Z,35.9335,77.9888,10,4.3,mb,,100,4.502,1.21,us,us6000h4z9,2022-03-23T05:42:09.040Z,"155 km NE of Thang, India",earthquake,7.6,1.9,0.187,8,reviewed,us,us
2022-03-16T06:06:34.721Z,-15.7366,-72.0616,10,5.6,mww,,100,3.085,0.88,us,us6000h4z7,2022-03-17T18:11:13.040Z,"5 km E of Huambo, Peru",earthquake,6.2,1.8,0.045,47,reviewed,us,us
2022-03-16T05:48:51.707Z,-58.6233,-25.204,20.86,4.4,mb,,102,7.612,0.55,us,us6000h6g6,2022-03-23T05:13:52.040Z,"South Sandwich Islands region",earthquake,13.9,4.9,0.127,18,reviewed,us,us
2022-03-16T05:43:13.670Z,32.6946667,-115.5321667,3.18,2.68,ml,37,64,0.07782,0.23,ci,ci39969103,2022-03-17T04:58:35.040Z,"4km WNW of Calexico, CA",earthquake,0.26,0.46,0.152,64,reviewed,ci,ci
2022-03-16T04:57:45.825Z,-3.9725,144.683,35,4.4,mb,,147,12.898,0.8,us,us6000h6fz,2022-03-22T05:07:02.040Z,"69 km E of Angoram, Papua New Guinea",earthquake,12.9,2,0.143,14,reviewed,us,us
2022-03-16T04:54:12.296Z,-16.1641,-72.0767,35,4.1,mb,,142,2.75,0.68,us,us6000h4yz,2022-03-22T04:57:00.040Z,"17 km SSW of Lluta, Peru",earthquake,5.2,2,0.166,11,reviewed,us,us
2022-03-16T04:06:42.148Z,-7.8224,106.8659,35,4.5,mb,,107,0.855,0.81,us,us6000h6fx,2022-03-22T04:54:37.040Z,"93 km SW of Banjar, Indonesia",earthquake,5.3,1.8,0.205,7,reviewed,us,us
2022-03-16T04:03:19.702Z,0.4546,-28.2669,10,4.6,mb,,77,9.851,1.11,us,us6000h4yr,2022-03-22T04:45:39.040Z,"central Mid-Atlantic Ridge",earthquake,8.4,1.7,0.091,38,reviewed,us,us
2022-03-16T03:41:25.723Z,35.9093,77.9477,10,4.1,mb,,113,4.461,0.7,us,us6000h4yj,2022-03-22T04:35:13.040Z,"151 km NE of Thang, India",earthquake,7.7,1.8,0.184,10,reviewed,us,us
2022-03-16T03:25:44.553Z,-57.9577,-25.4941,57.17,4.3,mb,,61,7.162,0.48,us,us6000h6g4,2022-03-22T04:18:41.040Z,"South Sandwich Islands region",earthquake,10.8,6.7,0.153,12,reviewed,us,us
2022-03-16T03:02:00.122Z,-18.8763,-177.6261,599.4,4.5,mb,,77,4.256,1.07,us,us6000h6g3,2022-03-22T04:10:38.040Z,"Fiji region",earthquake,14.7,5.8,0.156,12,reviewed,us,us
2022-03-16T03:00:40.280Z,-2.7655,137.2816,35,4.5,mb,,55,3.428,0.64,us,us6000h6g2,2022-03-22T03:49:55.040Z,"208 km ENE of Nabire, Indonesia",earthquake,5.5,2,0.243,8,reviewed,us,us
2022-03-16T03:00:03.898Z,-7.6382,107.0385,50.71,5.3,mww,,51,0.63,0.96,us,us6000h4xf,2022-03-28T21:04:42.616Z,"65 km SW of Banjar, Indonesia",earthquake,7,4.8,0.078,16,reviewed,us,us
2022-03-16T02:44:35.770Z,0.3553,97.5769,28.07,4.2,mb,,196,0.942,0.51,us,us6000h6fw,2022-03-24T05:47:46.040Z,"203 km SW of Sibolga, Indonesia",earthquake,8.2,7.1,0.125,18,reviewed,us,us
2022-03-16T02:42:02.923Z,14.1097,119.3363,10,4.7,mb,,98,9.418,0.53,us,us6000h6fv,2022-03-23T05:47:04.040Z,"80 km WNW of Cabra, Philippines",earthquake,9.3,1.8,0.074,55,reviewed,us,us
2022-03-16T02:40:52.521Z,-18.1784,-174.5388,91.41,4.9,mb,,67,5.004,0.76,us,us6000h4xc,2022-03-23T05:32:17.040Z,"78 km NW of Neiafu, Tonga",earthquake,10.1,5.4,0.072,60,reviewed,us,us
2022-03-16T02:20:16.732Z,34.9588,25.2917,11.57,4.6,mb,,45,0.465,0.59,us,us6000h4x9,2022-03-23T04:55:04.347Z,"13 km ESE of Pýrgos, Greece",earthquake,5.5,3.9,0.051,114,reviewed,us,us
2022-03-16T02:06:28.253Z,37.6639,142.6419,31.46,4.2,mb,,184,3.352,0.5,us,us6000h4x7,2022-03-23T04:35:19.010Z,"144 km SE of Ishinomaki, Japan",earthquake,8.9,7.7,0.2,7,reviewed,us,us
2022-03-16T01:42:16.455Z,-6.5958,129.8357,143.5,4.3,mb,,91,2.001,0.87,us,us6000h4x4,2022-03-23T04:29:21.040Z,"Banda Sea",earthquake,6.5,7.5,0.122,19,reviewed,us,us
2022-03-16T00:49:51.188Z,14.0863,119.4496,10,4.6,mb,,113,8.821,1.08,us,us6000h6fy,2022-03-24T04:19:44.040Z,"68 km WNW of Cabra, Philippines",earthquake,12.3,1.8,0.074,55,reviewed,us,us
2022-03-16T00:39:07.740Z,-20.0225,-175.7908,202.77,5.4,mww,,30,6.103,1.13,us,us6000h4ww,2022-03-24T04:10:28.326Z,"138 km NNW of Nuku‘alofa, Tonga",earthquake,9,4.4,0.098,10,reviewed,us,us
2022-03-16T00:34:48.618Z,22.1546,120.8245,10,4.3,mb,,105,0.7,0.66,us,us6000h4wu,2022-03-24T03:50:42.374Z,"18 km NNE of Hengchun, Taiwan",earthquake,5.7,1.9,0.102,27,reviewed,us,us
2022-03-16T00:09:30.321Z,14.117,119.2854,10,5.2,mww,,73,8.819,0.95,us,us6000h4wn,2022-03-24T03:41:34.784Z,"86 km WNW of Cabra, Philippines",earthquake,6.7,1.6,0.069,20,reviewed,us,us
2022-03-15T23:54:03.710Z,57.8717,-157.4443,0,2.5,ml,,,,0.67,ak,ak0223ers8ek,2022-04-06T05:27:32.040Z,"35 km NNE of Pilot Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
