X,Y,MAR_WARD,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,TOTAL_AFFORDABLE_UNITS,LATITUDE,LONGITUDE,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,CASE_ID,ADDRESS_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM,OBJECTID
-76.9769738439916,38.8987648744141,Ward 6                                                                                                                                                                                                  ,"1827 Benning Road Northeast, Washington, District of Columbia 20002                                                                                                                                     ",Tourus,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,2,38.898793,-76.976913,0,1,0,1,0,                                                  ,311591,401997.61,136767.58,1827 BENNING ROAD NE,2022/04/04 05:00:58+00,81456
-76.9334609029136,38.9041384373797,Ward 7                                                                                                                                                                                                  ,"1035 48th Street Northeast, Washington, District of Columbia 20019                                                                                                                                      ",1035 48th St NE,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,12,38.904131,-76.933459,0,12,0,0,0,                                                  ,74984,405771.72,137365.94,1035 48TH STREET NE,2022/04/04 05:00:58+00,81457
-77.0134286009695,38.9006382185525,Ward 6                                                                                                                                                                                                  ,"810 New Jersey Avenue Northwest, Washington, District of Columbia 20001                                                                                                                                 ",Capitol Vista,Completed 2015 to Date                                                                                                                                                                                  ,DMPED DHCD OP                                                                                                                                                                                           ,104,38.90063043,-77.01342631,21,83,0,0,0,17-06                                             ,318276,398835.36,136975.37,810 NEW JERSEY AVENUE NW,2022/04/04 05:00:58+00,81458
-76.9795616399755,38.927767522298,Ward 5                                                                                                                                                                                                  ,"1736 Rhode Island Avenue Northeast, Washington, District of Columbia 20018                                                                                                                              ",1736 Rhode Island Ave NE,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,61,38.92773479,-76.97964056,13,48,0,0,0,                                                  ,56748,401772.41,139987.06,1736 RHODE ISLAND AVENUE NE,2022/04/04 05:00:58+00,81459
-76.9289037182257,38.8819836206914,Ward 7                                                                                                                                                                                                  ,"412 51st Street Southeast, Washington, District of Columbia 20019                                                                                                                                       ",Cynthia Towns,Completed 2015 to Date                                                                                                                                                                                  ,DCHFA DHCD                                                                                                                                                                                              ,1,38.88197583,-76.92890146,0,0,0,1,0,                                                  ,318787,406168.92,134906.88,412 51ST STREET SE,2022/04/04 05:00:58+00,81460
-77.0316048585126,38.9197447461084,Ward 1                                                                                                                                                                                                  ,"2213 14th Street Northwest, Washington, District of Columbia 20009                                                                                                                                      ",2213 14th ST NW,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,4,38.91966539,-77.03166457,0,1,3,0,0,                                                  ,284282,397259.43,139096.74,2213 14TH STREET NW,2022/04/04 05:00:58+00,81461
-77.0272653686189,38.9487021309096,Ward 4                                                                                                                                                                                                  ,"4804 Georgia Avenue Northwest, Washington, District of Columbia 20012                                                                                                                                   ",4804 Georgia Ave NW,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,2,38.94869798,-77.02735548,0,1,0,1,0,                                                  ,252830,397636.71,142311.14,4804 GEORGIA AVENUE NW,2022/04/04 05:00:58+00,81462
-76.9750150454823,38.9292674238565,Ward 5                                                                                                                                                                                                  ,"2027 Rhode Island Avenue Northeast, Washington, District of Columbia 20018                                                                                                                              ",2027 Rhode Island Ave NE,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,5,38.9293249,-76.97497111,0,0,0,5,0,                                                  ,52427,402166.6,140153.66,2027 RHODE ISLAND AVENUE NE,2022/04/04 05:00:58+00,81463
-77.0206613160751,38.9152802321361,Ward 6                                                                                                                                                                                                  ,"618 T Street Northwest, Washington, District of Columbia 20001                                                                                                                                          ",The Shaw,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,10,38.91527244,-77.02065903,0,0,5,5,0,                                                  ,238431,398208.34,138600.87,618 T STREET NW,2022/04/04 05:00:58+00,81464
-77.0231888846653,38.9565576832188,Ward 4                                                                                                                                                                                                  ,"721 Kennedy Street Northwest, Washington, District of Columbia 20011                                                                                                                                    ",WSH 7K,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,1,38.95655022,-77.02318659,0,0,0,1,0,                                                  ,250280,397990.3,143183.08,721 KENNEDY STREET NW,2022/04/04 05:00:58+00,81465
-77.079337018703,38.9495375984515,Ward 3                                                                                                                                                                                                  ,"4000 Brandywine Street Northwest, Washington, District of Columbia 20016                                                                                                                                ",The Frequency,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,2,38.949481,-77.079377,0,1,0,1,0,                                                  ,265176,393122.98,142406.52,4000 BRANDYWINE STREET NW,2022/04/04 05:00:58+00,81466
-77.0207863591533,38.9561990656307,Ward 4                                                                                                                                                                                                  ,"528 Kennedy Street Northwest, Washington, District of Columbia 20011                                                                                                                                    ",528 Kennedy St NW,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,1,38.956192,-77.020784,0,1,0,0,0,                                                  ,246774,398198.53,143143.22,528 KENNEDY STREET NW,2022/04/04 05:00:58+00,81467
-76.9987902861013,38.9481367979443,Ward 5                                                                                                                                                                                                  ,"4815 6th St NE, Washington, District of Columbia 20017                                                                                                                                                  ",Totten Mews,Completed 2015 to Date                                                                                                                                                                                  ,DHCD OP                                                                                                                                                                                                 ,5,38.948129,-76.998788,0,2,0,3,0,15-04                                             ,,400105.062630817,142248.030639487,,2022/04/04 05:00:58+00,81468
-77.0246887465752,38.9565788157675,Ward 4                                                                                                                                                                                                  ,"809 Kennedy Street Northwest, Washington, District of Columbia 20011                                                                                                                                    ",809-813 Kennedy St NW,Completed 2015 to Date                                                                                                                                                                                  ,DCHFA DHCD                                                                                                                                                                                              ,38,38.95657102,-77.02468645,3,35,0,0,0,                                                  ,254492,397860.3,143185.46,809 KENNEDY STREET NW,2022/04/04 05:00:58+00,81469
-77.0267675909475,38.9576209747582,Ward 4                                                                                                                                                                                                  ,"931 Longfellow Street Northwest, Washington, District of Columbia 20011                                                                                                                                 ",Brightwood Gardens,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,51,38.95761351,-77.0267653,6,33,0,12,0,                                                  ,254436,397680.15,143301.2,931 LONGFELLOW STREET NW,2022/04/04 05:00:58+00,81470
-76.932605019617,38.8881322372174,Ward 7                                                                                                                                                                                                  ,"101 49th Street Southeast, Washington, District of Columbia 20019                                                                                                                                       ",Crawford Landing Townhomes,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,40,38.88812445,-76.93260276,0,10,2,28,0,                                                  ,155788,405847.27,135589.18,101 49TH STREET SE,2022/04/04 05:00:58+00,81471
-76.9854944720279,38.9098307530891,Ward 5                                                                                                                                                                                                  ,"1734 Montello Avenue Northeast, Washington, District of Columbia 20002                                                                                                                                  ",1734 Montello Ave NE,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,1,38.9098233,-76.98549219,0,0,1,0,0,                                                  ,56694,401258.29,137995.83,1734 MONTELLO AVENUE NE,2022/04/04 05:00:58+00,81472
-77.0268058220889,38.9828865582423,Ward 4                                                                                                                                                                                                  ,"7700 Georgia Avenue Northwest, Washington, District of Columbia 20012                                                                                                                                   ",7700 Georgia,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,3,38.982809,-77.02680973,0,1,0,2,0,                                                  ,253566,397677.66,146105.92,7700 GEORGIA AVENUE NW,2022/04/04 05:00:58+00,81473
-76.9865102766722,38.8562797798759,Ward 8                                                                                                                                                                                                  ,"2395 Pomeroy Road Southeast, Washington, District of Columbia 20020                                                                                                                                     ",Stanton Square Apartments,Completed 2015 to Date                                                                                                                                                                                  ,DCHFA DHCD OP                                                                                                                                                                                           ,121,38.856272,-76.986508,13,108,0,0,0,13-09                                             ,,401171.065637011,132051.248040807,,2022/04/04 05:00:58+00,81474
-77.0152619384041,38.9189191673374,Ward 1                                                                                                                                                                                                  ,"205 v Street Northwest, Washington, District of Columbia 20001                                                                                                                                          ",205 V St NW,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,1,38.91891171,-77.01525965,0,0,1,0,0,                                                  ,229527,398676.67,139004.73,205 V STREET NW,2022/04/04 05:00:58+00,81475
-76.979870844581,38.9019795922709,Ward 5                                                                                                                                                                                                  ,"1676 Maryland Avenue Northeast, Washington, District of Columbia 20002                                                                                                                                  ",Flats at Atlas Phase II,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,24,38.9019718,-76.97986857,0,0,24,0,0,                                                  ,310898,401746.23,137124.38,1676 MARYLAND AVENUE NE,2022/04/04 05:00:58+00,81476
-76.9946046050364,38.9297938029189,Ward 5                                                                                                                                                                                                  ,"3201 8th Street Northeast, Washington, District of Columbia 20017                                                                                                                                       ",3201 8th Street NE,Under Construction                                                                                                                                                                                      ,DHCD OP                                                                                                                                                                                                 ,46,38.92967908,-76.99470728,3,6,31,6,0,18-21                                             ,289586,400468.02,140211.81,3201 8TH STREET NE,2022/04/04 05:00:58+00,81477
-76.9965941845963,38.9003898598505,Ward 6                                                                                                                                                                                                  ,"646 H Street Northeast, Washington, District of Columbia 20002                                                                                                                                          ",646 H St NE,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,2,38.90038241,-76.9965919,0,0,0,2,0,                                                  ,1685,400295.63,136947.72,646 H STREET NE,2022/04/04 05:00:58+00,81478
-77.0420739571938,38.9234281028351,Ward 1                                                                                                                                                                                                  ,"1777 Columbia Road Northwest, Washington, District of Columbia 20009                                                                                                                                    ",1777 Columbia Rd NW,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,6,38.923456,-77.042197,0,0,0,6,0,                                                  ,242839,396351.74,139505.99,1777 COLUMBIA ROAD NW,2022/04/04 05:00:58+00,81479
-77.0012645055548,38.8999959669875,Ward 6                                                                                                                                                                                                  ,"315 H Street Northeast, Washington, District of Columbia 20002                                                                                                                                          ",315 H St NE,Completed 2015 to Date                                                                                                                                                                                  ,DHCD OP                                                                                                                                                                                                 ,9,38.899953,-77.001409,0,1,1,7,0,15-07                                             ,39407,399890.51,136903.99,315 H STREET NE,2022/04/04 05:00:58+00,81480
-77.0284750002286,38.9361823916475,Ward 4                                                                                                                                                                                                  ,"1125 Spring Road Northwest, Washington, District of Columbia 20010                                                                                                                                      ",Spring Flats Senior 9%,Completed 2015 to Date                                                                                                                                                                                  ,DMPED DHCD                                                                                                                                                                                              ,45,38.93630084,-77.02868418,14,17,14,0,0,                                                  ,283920,397531.42,140921.37,1125 SPRING ROAD NW,2022/04/04 05:00:58+00,81481
-77.0264277246371,38.9259619548058,Ward 1                                                                                                                                                                                                  ,"1009 Girard St NW, Washington, District of Columbia 20001                                                                                                                                               ",Girard Street Green,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,2,38.925954,-77.026425,0,2,0,0,0,                                                  ,315737,397708.59,139786.76,1009 GIRARD STREET NW,2022/04/04 05:00:58+00,81482
-76.9719522724975,38.8621707816067,Ward 8                                                                                                                                                                                                  ,"2327 Good Hope Road Southeast, Washington, District of Columbia 20020                                                                                                                                   ",Woodmont Crossing,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,176,38.862163,-76.97195,0,0,176,0,0,                                                  ,,402434.455951427,132705.479128067,,2022/04/04 05:00:58+00,81483
-76.9991420510137,38.9094916751922,Ward 5                                                                                                                                                                                                  ,"1320 4th Street NE, Washington, District of Columbia 20002                                                                                                                                              ",1320 4th Street NE,Completed 2015 to Date                                                                                                                                                                                  ,DHCD OP                                                                                                                                                                                                 ,9,38.90948389,-76.99913977,0,0,0,9,0,14-07B                                            ,329948,400074.61,137958.09,1320 4TH STREET NE,2022/04/04 05:00:58+00,81484
-77.0117942154551,38.8712339519535,Ward 6                                                                                                                                                                                                  ,"1530 1st Street Southwest, Washington, District of Columbia 20024                                                                                                                                       ",1530 1st Street SW,Under Construction                                                                                                                                                                                      ,DHCD OP                                                                                                                                                                                                 ,101,38.87122617,-77.01179193,21,80,0,0,0,18-13                                             ,,398976.70983114,133711.24989334,,2022/04/04 05:00:58+00,81485
-77.0099317122265,38.8666248835794,Ward 6                                                                                                                                                                                                  ,"1900 Half Street Southwest, Washington, District of Columbia 20536                                                                                                                                      ",1900 Half Street SW,Completed 2015 to Date                                                                                                                                                                                  ,OP                                                                                                                                                                                                      ,11,38.86661744,-77.00992943,0,0,0,11,0,16-06                                             ,277760,399138.28,133199.59,1900 HALF STREET SW,2022/04/04 05:00:58+00,81486
-77.0084603753143,38.9493095501519,Ward 5                                                                                                                                                                                                  ,"4811 North Capitol Street NE, Washington, District of Columbia 20011                                                                                                                                    ",HanTiv,Under Construction                                                                                                                                                                                      ,DCHA DHCD                                                                                                                                                                                               ,90,38.94930209,-77.00845809,8,29,53,0,0,                                                  ,288280,399266.82,142378.25,4811 NORTH CAPITOL STREET NE,2022/04/04 05:00:58+00,81487
-76.9374552746862,38.9103608826144,Ward 7                                                                                                                                                                                                  ,"4502 Douglas Street Northeast, Washington, District of Columbia 20019                                                                                                                                   ",Kenilworth 166 Phase 1,Pipeline                                                                                                                                                                                                ,DCHA DCHFA DHCD                                                                                                                                                                                         ,166,38.91035309,-76.93745301,17,149,0,0,0,                                                  ,,405424.779779184,138056.436952301,,2022/04/04 05:00:58+00,81488
-77.0246098632604,38.9192495293205,Ward 1                                                                                                                                                                                                  ,"945 Florida Avenue NW, Washington, District of Columbia 20001                                                                                                                                           ",Atlantic Plumbing,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,21,38.91924174,-77.02460757,0,0,0,21,0,                                                  ,304678,397866.02,139041.58,945 FLORIDA AVENUE NW,2022/04/04 05:00:58+00,81489
-77.0219212890737,38.8788707831173,Ward 6                                                                                                                                                                                                  ,"680 I Street Southwest, Washington, District of Columbia 20024                                                                                                                                          ",Riverside Baptist Church Development (The Banks),Completed 2015 to Date                                                                                                                                                                                  ,DHCD OP                                                                                                                                                                                                 ,21,38.878863,-77.021919,0,9,0,12,0,15-05                                             ,,398098.097867305,134559.157771474,,2022/04/04 05:00:58+00,81490
-77.0002642234586,38.8742953335785,Ward 6                                                                                                                                                                                                  ,"1346 4th Street Southeast, Washington, District of Columbia 20003                                                                                                                                       ",The Yards Parcel O-2,Completed 2015 to Date                                                                                                                                                                                  ,DCHFA                                                                                                                                                                                                   ,39,38.874318,-77.000376,0,39,0,0,0,                                                  ,313293,399977.27,134051.02,1346 4TH STREET SE,2022/04/04 05:00:58+00,81491
-77.0193667280442,38.8781936433568,Ward 6                                                                                                                                                                                                  ,"480 K Street Southwest, Washington, District of Columbia 20024                                                                                                                                          ",The View at the Waterfront North,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,5,38.878222,-77.019325,0,0,0,5,0,                                                  ,306773,398319.74,134483.94,480 K STREET SW,2022/04/04 05:00:58+00,81492
-76.9806391502403,38.9047859147815,Ward 5                                                                                                                                                                                                  ,"1122 Bladensburg Road Northeast, Washington, District of Columbia 20002                                                                                                                                 ",1122-1124 Bladensburg Rd NE,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,6,38.90477812,-76.98063687,0,1,3,2,0,                                                  ,73518,401679.52,137435.89,1122 BLADENSBURG ROAD NE,2022/04/04 05:00:58+00,81493
-76.9913552681143,38.8824334679973,Ward 6                                                                                                                                                                                                  ,"1101 Pennsylvania Avenue Southeast, Washington, District of Columbia 20003                                                                                                                              ",Penn 11,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,3,38.882384,-76.991329,0,2,0,1,0,                                                  ,74406,400750.26,134954.45,1101 PENNSYLVANIA AVENUE SE,2022/04/04 05:00:58+00,81494
-76.976560928507,38.8727468699835,Ward 8                                                                                                                                                                                                  ,"1928 Naylor Road Southeast, Washington, District of Columbia 20020                                                                                                                                      ",MEDES,Under Construction                                                                                                                                                                                      ,DHCD                                                                                                                                                                                                    ,3,38.87275917,-76.97663885,0,0,3,0,0,                                                  ,53759,402034.17,133879.39,1928 NAYLOR ROAD SE,2022/04/04 05:00:58+00,81495
-77.000792071059,38.909535276017,Ward 5                                                                                                                                                                                                  ,"340 Morse Street Northeast, Washington, District of Columbia 20002                                                                                                                                      ",Building A2 - Union Market Terminal Stage 2 PUD,Under Construction                                                                                                                                                                                      ,DHCD OP                                                                                                                                                                                                 ,29,38.90952749,-77.00078979,0,5,0,24,0,15-27A                                            ,326641,399931.5,137962.93,340 MORSE STREET NE,2022/04/04 05:00:58+00,81496
-77.071927624762,38.9592235812219,Ward 3                                                                                                                                                                                                  ,"5301 Connecticut Avenue Northwest, Washington, District of Columbia 20015                                                                                                                               ",5301-5303 Connecticut Ave NW,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,2,38.95921612,-77.07192532,0,0,2,0,0,                                                  ,264140,393766.1,143481.22,5301 CONNECTICUT AVENUE NW,2022/04/04 05:00:58+00,81497
-76.981479796733,38.8658833461653,Ward 8                                                                                                                                                                                                  ,"1605 Good Hope Road Southeast, Washington, District of Columbia 20020                                                                                                                                   ",Nerano 1,Pipeline                                                                                                                                                                                                ,DHCD                                                                                                                                                                                                    ,3,38.865876,-76.981478,0,0,3,0,0,                                                  ,314544,401607.48,133117.39,1605 GOOD HOPE ROAD SE,2022/04/04 05:00:58+00,81498
-77.0351908230628,38.9268539902138,Ward 1                                                                                                                                                                                                  ,"1474 Columbia Road Northwest, Washington, District of Columbia 20009                                                                                                                                    ",Maycroft Rehab II,Completed 2015 to Date                                                                                                                                                                                  ,DHCD                                                                                                                                                                                                    ,64,38.926847,-77.035189,41,7,16,0,0,                                                  ,234344,396948.76,139886.04,1474 COLUMBIA ROAD NW,2022/04/04 05:00:58+00,81499
